title,keywords,cleaned_genre,semantic_density,emotion_score,entropy,cliche_score
폭풍전야(영화),"사랑, 눈, 마음, 분류, 복수, 감옥, 날, 상병, 김남길",로맨스,0.8191803,0.7407407382716049,0.2075187486729242,70.78
모피를 입은 비너스(영화),"민수, 매력, 사랑, 같, 집, 욕망, 살인, 증오, 스릴러, 죽음",기타,0.67423064,0.9999999966666666,0.1315172022331585,67.43
환절기(영화),"수현, 용, 준, 아들, 미경, 비밀, 짐작, 계절, 청년, 고",드라마,0.94938374,0.3333333322222222,0.1315172022331585,67.27
타락천사(영화),"에이전트, 사랑, 지명, 황, 감정, 말, 병, 동업, 참조, 이",기타,0.94688326,0.3333333322222222,0.1315172022331585,67.12
중천(영화),"중천, 원귀, 소화, 반란, 퇴마무사, 연인, 영혼, 세계, 곽, 사랑",액션,0.9464155,0.3333333322222222,0.1315172022331585,67.09
티스(영화),"이빨, 사랑, 모험, 브래드, 오빠, 음흉, 의붓, 진짜, 눈길, 집",공포,0.9387281,0.3333333322222222,0.1315172022331585,66.63
백야(한국 영화),"아프, 배달, 기억, 퀵서비스, 한국, 원규, 승무원, 태준, 있, 사랑",기타,0.9261449,0.3333333322222222,0.1315172022331585,65.87
그녀는 거짓말을 너무 사랑해(영화),"거짓말, 첫사랑, 시작, 이름, 아키, 괜찮, 세상, 위협, 남자, 같",로맨스,0.7708896,0.6666666644444444,0.1315172022331585,64.89
물랑루즈(영화),"사랑, 세계, 루즈, 크리스티앙, 운명, 없, 시작, 신분, 샤틴은, 사이",뮤지컬,0.7376516,0.6666666644444444,0.1315172022331585,62.9
똥파리(영화),"상훈, 연희, 날, 세상, 아프, 핏줄, 동료, 적, 자기, 용역",드라마,1.0,0.0,0.1315172022331585,61.97
유정(영화),"정님, 딸, 사이, 교장, 사랑, 사실, 독립운동, 벌판, 마음, 시기",기타,0.85107535,0.3333333322222222,0.1315172022331585,61.37
스토커(2013년 영화),"인디아, 찰리, 삼촌, 자신, 존재, 아빠, 비밀, 충격, 이블린, 니콜",스릴러,0.7026349,0.6666666644444444,0.1315172022331585,60.8
트라이브(영화),"사랑, 조직, 없, 학교, 대사, 자막, 해석, 필요, 진행, 증오",드라마,0.8362331,0.3333333322222222,0.1315172022331585,60.48
나탈리(한국 영화),"나탈리, 사랑, 준혁, 기억, 실제, 모델, 자신, 민우, 시작, 비밀",기타,0.6969902,0.6666666644444444,0.1315172022331585,60.46
모리스(영화),"크, 라이브, 모리스, 여건, 알렉, 하인, 육체, 사회, 관계, 플라토닉",로맨스,0.97090095,0.0,0.1315172022331585,60.23
악녀(영화),"숙희, 비밀, 킬러, 엄청나, 자신, 남자, 등장, 일, 기회, 자유",액션,0.8261342,0.3333333322222222,0.1315172022331585,59.87
여의도(영화),"황, 우진, 과장, 자신, 후배, 친구, 행운, 목, 분류, 밀집",기타,0.96069944,0.0,0.1315172022331585,59.61
기생충(영화),"가족, 기우, 사장, 박, 길, 사이, 좋, 만남, 기택, 고액",기타,0.9472495,0.0,0.1315172022331585,58.81
범블비(영화),"범블비, 폐, 헤일리 스타인펠드, 찰리, 피신, 차장, 방황, 자신, 소녀, 곳",SF,0.9629527,0.0,0.062765440682787,58.72
박쥐(영화),"상현, 태주, 피, 사랑, 살인, 신부, 뱀파이어, 욕망, 없, 기적",공포,0.66519696,0.6666666644444444,0.1315172022331585,58.55
메기(영화),"의심, 윤영, 병원, 있, 구덩이, 곳, 마리아, 사랑, 주인공, 오늘",코미디,0.79779375,0.3333333322222222,0.1315172022331585,58.17
너는 내 운명(영화),"사랑, 없, 행복, 곁, 같, 사람, 날, 세상, 다방, 마음",로맨스,0.6565938,0.6666666644444444,0.1315172022331585,58.04
맞짱(영화),"싸움, 동생, 문수, 계기, 우연, 사람, 리얼, 성년, 성장, 서로",범죄,0.93395334,0.0,0.1315172022331585,58.01
사운드 오브 뮤직(영화),"폰, 사랑, 마리아, 트랩, 아이, 자신, 대령, 문, 마음, 수녀",뮤지컬,0.79473364,0.3333333322222222,0.1315172022331585,57.99
열녀문(영화),"한, 성철, 진사, 김, 과부, 말, 김상현, 농부, 집, 송",로맨스,0.9331011,0.0,0.1315172022331585,57.96
트라이앵글(영화),"바다, 제스, 안, 일행, 시간, 반복, 운명, 배, 죽음, 있",스릴러,0.65117353,0.6666666644444444,0.1315172022331585,57.71
수성못(영화),"치열, 평화, 영목, 인간, 남다르, 사건, 실종, 못, 수성, 설상가상",기타,0.92790747,0.0,0.1315172022331585,57.65
보안관(영화),"종진, 대호, 의심, 마약, 수사, 시작, 기장, 고향, 수호, 평화",코미디,0.92439765,0.0,0.1315172022331585,57.44
비행(영화),"수, 비행, 지혁, 청춘, 마약, 인생, 탈출, 숨, 언더독, 근",범죄,0.9241935,0.0,0.1315172022331585,57.42
싸움(한국 영화),"상민, 진아, 폭발, 카운트다운, 진, 이별, 싸움, 본의, 분류, 같",로맨스,0.7833822,0.3333333322222222,0.1315172022331585,57.31
고래사냥(영화),"병태, 춘자, 민우, 여인, 일당, 촌, 미란, 자신, 말, 위기",기타,0.9221155,0.0,0.1315172022331585,57.3
마미(영화),"엄마, 스티브, 앞, 행복, 사랑, 아들, 사람, 카일라, 디아, 성격",드라마,0.6432636,0.6666666644444444,0.1315172022331585,57.24
키다리 아저씨(영화),"영미, 자신, 날, 집, 직원, 방송국, 대학, 준호, 주인, 짝사랑",기타,0.78179693,0.3333333322222222,0.1315172022331585,57.21
담쟁이(영화),"은수, 예원, 사랑, 현실, 앞, 절망, 없, 커플, 교통사고, 일상",드라마,0.64045334,0.6666666644444444,0.1315172022331585,57.07
매그놀리아(영화),"분, 클라우디아, 얼, 지미, 퀴즈왕, 진행, 암, 사랑, 아들, 산",드라마,0.77477586,0.3333333322222222,0.1315172022331585,56.79
팬데믹(영화),"바이러스, 초유, 속도, 빠르, 죽음, 사상, 숨, 기약, 연인, 윌",스릴러,0.7742227,0.3333333322222222,0.1315172022331585,56.76
선물(2001년 영화),"용기, 아내, 없, 남편, 정연, 첫사랑, 세상, 분, 마음, 자신",로맨스,0.7726996,0.3333333322222222,0.1315172022331585,56.67
오두막(영화),"맥, 오두막, 파파, 편지, 도착, 사랑, 막내딸, 깊, 같, 슬픔",기타,0.6317525,0.6666666644444444,0.1315172022331585,56.54
현기증(미국 영화),"퍼거슨, 매들린, 주디, 아내, 종탑, 사랑, 유령, 연기, 미행, 형사",로맨스,0.7675816,0.3333333322222222,0.1315172022331585,56.36
초인(영화),"수현, 책, 현, 운명, 학교, 말썽, 도서관, 일, 이름, 체조",로맨스,0.7659137,0.3333333322222222,0.1315172022331585,56.26
몬스터(한국 영화),"복수, 동생, 태수, 추격, 숨, 미친년, 날, 앞, 일명, 냉혈",범죄,0.76548123,0.3333333322222222,0.1315172022331585,56.23
아저씨(영화),"소미, 태식, 세상, 범죄, 친구, 전당포, 사건, 경찰, 조직, 행방",기타,0.7646564,0.3333333322222222,0.1315172022331585,56.19
캐롤(영화),"캐롤, 테레즈, 많, 사랑, 사회, 감정, 때, 딸, 양육, 대사",로맨스,0.76449627,0.3333333322222222,0.1315172022331585,56.18
서복(영화),"서복, 기헌, 없, 임무, 마지막, 시작, 동행, 특별, 복제, 인류",SF,0.9023979,0.0,0.1315172022331585,56.12
안티고네(영화),"안티고네, 오빠, 일상, 대중, 행동, 비극, 자리, 감옥, 용기, 총",드라마,0.762075,0.3333333322222222,0.1315172022331585,56.03
후드(영화),"돈, 드, 후, 권력, 시작, 통쾌, 귀족, 가문, 전쟁, 청년",모험,0.90092,0.0,0.1315172022331585,56.03
뉴 뮤턴트(영화),"분, 돌연변이, 자신, 능력, 시작, 감시, 상태, 사회, 심리, 스스로",공포,0.8967519,0.0,0.1315172022331585,55.78
베를린(영화),"음모, 국제, 표, 종, 정진수, 베를린, 요원, 아내, 비밀, 수",기타,0.7571432,0.3333333322222222,0.1315172022331585,55.73
인어공주(한국 영화),"엄마, 아빠, 나영, 사랑, 모습, 연순, 사람, 진국, 맑, 마음",기타,0.7557443,0.3333333322222222,0.1315172022331585,55.65
황제를 위하여(영화),"이환, 상하, 자신, 연수, 승부, 상, 조작, 조직, 연루, 규모",기타,0.8921688,0.0,0.1315172022331585,55.5
바빌론(영화),"소재, 등장, 같, 캐릭터, 가상, 인물, 존재, 헐리웃, 시대",드라마,0.8709488,0.0,0.2075187486729242,55.37
세기말(영화),"소령, 상우, 천, 장, 서, 일, 마지막, 신세, 돈, 노리개",드라마,0.88821554,0.0,0.1315172022331585,55.27
예스터데이(한국 영화),"석, 현장, 자신, 범인, 과학자, 최고, 살인, 기억, 범죄, 속",SF,0.74666744,0.3333333322222222,0.1315172022331585,55.11
임을 위한 행진곡(영화),"명희, 분, 철수, 증세, 지금, 전수, 김꽃비, 미, 희수, 사이렌",드라마,0.8844131,0.0,0.1315172022331585,55.04
친구(영화),"동수, 석, 친구, 상, 조직, 택, 후, 준석, 장면, 흉기",범죄,0.8812854,0.0,0.1315172022331585,54.85
애인(1982년 영화),"영심, 민호, 날, 집, 지운, 말, 애인, 연아, 창, 결혼",기타,0.87968373,0.0,0.1315172022331585,54.75
내부자들(영화),"안상, 비자금, 구, 복수, 장훈, 파일, 거래, 폐인, 족보, 검사",스릴러,0.7384242,0.3333333322222222,0.1315172022331585,54.61
레플리카(영화),"복제, 인간, 가족, 거대, 알고리즘, 생명, 공학자, 클론, 행복, 사랑",스릴러,0.59933096,0.6666666644444444,0.1315172022331585,54.6
들개(영화),"폭탄, 정구, 효민, 생산자, 사제, 문턱, 좌절, 대, 취업, 취준생",기타,0.876136,0.0,0.1315172022331585,54.54
클로이(영화),"클로, 남편, 유혹, 매혹, 캐서린, 자신, 관계, 가족, 비밀, 치명",스릴러,0.7366421,0.3333333322222222,0.1315172022331585,54.5
저스틴(영화),"기사, 저스틴, 전설, 정의, 꿈, 할아버지, 단계, 제국, 검, 도움",기타,0.8738411,0.0,0.1315172022331585,54.4
스탠 바이 미(영화),"형, 친구, 크리스, 아버지, 관심, 주인공, 어리, 시체, 고디, 변호사",코미디,0.8732525,0.0,0.1315172022331585,54.37
소녀의 세계(영화),"감정, 선배, 사람, 눈, 역, 시절, 맑, 첫사랑, 눈부시, 소녀",로맨스,0.7331804,0.3333333322222222,0.1315172022331585,54.3
M(2007년 영화),"미미, 민우, 은혜, 결혼, 날, 불면증, 소설, 첫사랑, 우, 한민",기타,0.73284423,0.3333333322222222,0.1315172022331585,54.28
눈길(영화),"종, 영애, 분, 집, 같, 열차, 일본, 소녀, 운명, 안",드라마,0.7326652,0.3333333322222222,0.1315172022331585,54.27
변신(영화),"사람, 극, 모습, 예고, 변신, 중수, 악마, 삼촌, 가족, 사제",스릴러,0.8707134,0.0,0.1315172022331585,54.22
클레멘타인(영화),"승현, 사랑, 딸, 철, 황종, 미국, 밀러, 잭, 민, 서",드라마,0.73093355,0.3333333322222222,0.1315172022331585,54.16
맨 프롬 엉클(영화),"범죄, 조직, 요원, 세계, 네임, 코드, 시대, 시작, 활약, 미스터리",코미디,0.7306081,0.3333333322222222,0.1315172022331585,54.14
환생(영화),"사람, 때, 혼란, 사건, 환생, 형제, 연인, 며칠, 남편, 자식",공포,0.8675806,0.0,0.1315172022331585,54.03
화차(영화),"선영, 문호, 가짜, 근, 실종, 종, 가족, 정체, 연관, 살인",기타,0.867314,0.0,0.1315172022331585,54.01
남자가 사랑할 때(영화),"남자, 사랑, 때, 형, 집, 돈, 여자, 인정, 조카, 사정",드라마,0.7278334,0.3333333322222222,0.1315172022331585,53.98
하류인생(영화),"태웅, 혜옥, 승, 업자, 인생, 고교, 문, 정권, 군납",기타,0.84685266,0.0,0.2075187486729242,53.92
노트북(영화),"앞, 앨리, 인생, 노아, 사랑, 사람, 마지막, 기억, 아프, 스물넷",드라마,0.72545063,0.3333333322222222,0.1315172022331585,53.83
퍼즐(영화),"도준, 날, 승진, 생각, 계속, 남자, 살인자, 기러기, 사례, 매력",스릴러,0.86410207,0.0,0.1315172022331585,53.82
퀴어영화 뷰티풀,"사랑, 소년, 현실, 세계, 도용, 가상, 사진, 친구, 동경, 자신",코미디,0.72257054,0.3333333322222222,0.1315172022331585,53.66
염력(영화),"헌, 루미, 경찰, 사람, 능력, 동네, 염력, 전, 태산, 건설",코미디,0.8610239,0.0,0.1315172022331585,53.63
호흡(영화),"납치, 민구, 인생, 이후, 그날, 자신, 범죄, 정주, 사람, 아이",드라마,0.7218641,0.3333333322222222,0.1315172022331585,53.62
솔저(영화),"군인, 토드, 전쟁, 폐기물, 혹성, 케인, 처리장, 계명, 죽음, 최후",SF,0.72130215,0.3333333322222222,0.1315172022331585,53.58
복수는 나의 것(2002년 영화),"누나, 류, 분, 딸, 유괴, 신장, 동진, 수술, 회사, 복수",스릴러,0.7208923,0.3333333322222222,0.1315172022331585,53.56
OK 목장의 결투(영화),"와이어트, 결투, 닥, 결국, 후, 보안관, 클랜, 목장, 형제, 용의자",기타,0.85936064,0.0,0.1315172022331585,53.53
바이스(영화),"역사, 실화, 체니, 딕, 비밀, 면, 시절, 결정, 세계, 흐름",코미디,0.71951413,0.3333333322222222,0.1315172022331585,53.48
버닝(한국 영화),"종수, 분, 해미, 집, 벤, 여행, 아프리카, 회사, 알바, 고백",드라마,0.8576541,0.0,0.1315172022331585,53.43
눈에는 눈 이에는 이(영화),"백, 반장, 안현미, 복수, 민, 숨, 현금, 금괴, 밀수, 대낮",스릴러,0.71870923,0.3333333322222222,0.1315172022331585,53.43
곡성(영화),"외지인, 사건, 종구, 시작, 경찰, 소문, 난동, 후, 의문, 중독",스릴러,0.857278,0.0,0.1315172022331585,53.41
가상현실(영화),"시드, 씨드, 파커, 회사, 인자, 게임, 경찰, 죄수, 그라임즈, 이용",SF,0.71656746,0.3333333322222222,0.1315172022331585,53.3
투명인간(한국 영화),"투명, 철, 약, 인간, 범, 인, 미행, 악당, 연구, 윤",기타,0.8543236,0.0,0.1315172022331585,53.23
각설탕(영화),"천둥, 세상, 시은, 말, 꿈, 각별, 서로, 엄마, 있, 과천",기타,0.85411537,0.0,0.1315172022331585,53.22
맨헌트(2017년 영화),"사건, 사이, 추, 장한위, 진실, 속, 하룻밤, 직감, 미션, 암흑",범죄,0.85405076,0.0,0.1315172022331585,53.22
마돈나(영화),"해림, 미나, 환자, 아버지, 상우, 제안, 철, 마돈나, 추적, 과거",드라마,0.85152346,0.0,0.1315172022331585,53.06
글래스(영화),"던, 글래스, 비스트, 케빈, 인격, 자신, 사람, 데이빗, 패거리, 때",스릴러,0.84984356,0.0,0.1315172022331585,52.96
신세계(영화)/줄거리,"정청, 자성, 이자성, 경찰, 과장, 강, 골드, 자신, 파, 구",기타,0.8491087,0.0,0.1315172022331585,52.92
퇴마록(영화),"승희, 암, 악령, 자신, 퇴마사, 건물, 경찰, 사교, 신부, 박",판타지,0.845738,0.0,0.1315172022331585,52.72
원티드(영화),"웨슬리, 크로스, 자신, 슬론, 암살단, 폭스, 운명, 뒤, 아버지, 총알",범죄,0.7046944,0.3333333322222222,0.1315172022331585,52.59
아수라(영화),"사이, 박성배, 한도, 아수라, 검찰, 범죄, 돈, 형사, 악인, 중생",범죄,0.70396316,0.3333333322222222,0.1315172022331585,52.54
킬리만자로(영화),"번개, 식, 종두, 철, 이후, 해, 일당, 횟집, 용서, 자신",드라마,0.8422615,0.0,0.1315172022331585,52.51
피아니스트(로만 폴란스키 영화),"스필, 연주, 마지막, 가족, 생존, 생활, 추위, 속, 자신, 영혼",드라마,0.84139353,0.0,0.1315172022331585,52.46
브라보 마이 라이프(영화),"부장, 후배, 실력, 퇴임, 꿈, 분류, 유어, 라이프, 샌님, 벌레",기타,0.84079,0.0,0.1315172022331585,52.42
문차일드(영화),"케이, 토시, 쇼, 이첸, 지역, 거리, 손, 갱, 날, 후",기타,0.83850443,0.0,0.1315172022331585,52.28
둠(영화),"괴물, 염색체, 사람, 주인공, 탈출, 지구, 초인, 관심, 칼 어번",공포,0.8384452,0.0,0.1315172022331585,52.28
짝패(영화),"필호, 태수, 환, 양아치, 때, 조, 사장, 왕, 필, 자신",액션,0.83768845,0.0,0.1315172022331585,52.23
피어싱(영화),"살인, 충동, 리드, 사랑, 계획, 자살, 자신, 재키, 후, 예행",스릴러,0.6975965,0.3333333322222222,0.1315172022331585,52.16
미션 파서블(영화),"사건, 우수, 유다희, 공조, 때, 가능, 흥신소, 사장, 앞, 날",코미디,0.8362775,0.0,0.1315172022331585,52.15
헬보이(2019년 영화),"헬보이, 니무에, 말, 자신, 앨리스, 때, 벤, 교수, 인간, 거인",기타,0.83517855,0.0,0.1315172022331585,52.08
오아시스(영화),"종두, 공주, 여자, 남자, 사랑, 그림, 이사, 날, 생각, 없",드라마,0.6951675,0.3333333322222222,0.1315172022331585,52.02
젊은이의 양지(2020년 영화),"연, 실습, 전화, 자신, 준, 날, 밤, 인생, 사건, 엄마",드라마,0.82975686,0.0,0.1315172022331585,51.76
퍼스트 러브(영화),"시작, 없, 로망스, 액션, 스타일리시, 광기, 손, 부패, 야쿠자, 경찰",범죄,0.69042104,0.3333333322222222,0.1315172022331585,51.73
블리치(영화),"루키아, 이치고, 있, 호로, 자신, 사신, 때, 렌지, 귀환, 인간",공포,0.8292118,0.0,0.1315172022331585,51.73
비밀의 숲 테라비시아(영화),"세계, 상상, 비밀, 레슬리, 환상, 제시, 테라비시아, 눈, 시, 간직",모험,0.6890217,0.3333333322222222,0.1315172022331585,51.65
사랑하기 때문에(영화),"이형, 몸, 차태현, 사람, 사랑, 서툴, 웃음, 작곡가, 힐링, 상실",코미디,0.6868521,0.3333333322222222,0.1315172022331585,51.52
판타스틱 포(2015년 영화),"리드, 빅터, 벤, 차원, 뒤, 말, 쟈니, 에너지, 자신, 참가",액션,0.8249034,0.0,0.1315172022331585,51.47
스승의 은혜(영화),"선생, 정원, 박, 미자, 말, 자신, 때, 명호, 집, 진술",공포,0.82484305,0.0,0.1315172022331585,51.46
아이(영화),"혁, 영채, 아영, 아동, 세상, 자신, 새해, 있, 생활력, 위로",드라마,0.82171625,0.0,0.1315172022331585,51.28
침입자(영국영화),"가족, 캐서린, 불, 비밀, 농장, 납치, 시작, 남성, 고문, 의문",공포,0.6824341,0.3333333322222222,0.1315172022331585,51.25
80일간의 세계일주(2004년 영화),"포그, 모니크, 패스포투, 켈빈, 사람, 일행, 장군, 자신, 비행기, 배",모험,0.82034904,0.0,0.1315172022331585,51.19
매춘(영화),"문희, 나영, 영민, 남친, 고시, 창녀, 얼마, 아들, 어머니, 사랑",기타,0.6809086,0.3333333322222222,0.1315172022331585,51.16
화해(영화),"분류, 화해, 나희, 후, 사회인, 같, 사건, 선영, 상처",코미디,0.8001281,0.0,0.2075187486729242,51.12
아이다호(영화),"스코트, 마이크, 어머니, 밥, 포틀랜드, 사랑, 부친, 아이다호, 장례식, 카멜라",모험,0.6801242,0.3333333322222222,0.1315172022331585,51.11
불신지옥(영화),"소진, 엄마, 희진, 정미, 기도, 사람, 능력, 경자, 동생, 귀",공포,0.818966,0.0,0.1315172022331585,51.11
방황하는 칼날(영화),"상현, 철, 딸, 수진, 발견, 후, 범인, 문자, 아버지, 피해자",스릴러,0.8149961,0.0,0.1315172022331585,50.87
슬렌더맨(영화),"의식, 거주, 슬렌더맨, 존재, 이후, 허구, 입증, 마을, 가담, 시골",스릴러,0.81433356,0.0,0.1315172022331585,50.83
코난 더 바바리안(영화),"코난, 말, 어리, 마을, 아리아인, 둠, 자손, 툴사, 번성, 사이",모험,0.8141484,0.0,0.1315172022331585,50.82
암드(영화),"요원, 일, 사건, 약품, 도중, 임무, 국가, 질환, 정신, 같",스릴러,0.81398064,0.0,0.1315172022331585,50.81
디 엣지(영화),"찰스, 밥, 곰, 스티븐, 없, 자신, 상황, 때, 조난, 사람",기타,0.8111139,0.0,0.1315172022331585,50.64
용서받지 못한 자(한국 영화),"태정, 승, 자신, 병장, 영, 친구, 승영, 고참, 지훈, 후",드라마,0.8109802,0.0,0.1315172022331585,50.63
타워(영화),"대호, 영기, 선우, 사람, 건물, 말, 엘리베이터, 병, 대원, 안",드라마,0.8102249,0.0,0.1315172022331585,50.59
여교사(영화),"혜영, 없, 효주, 김하늘, 차례, 정, 교사, 자리, 패, 같",드라마,0.80930966,0.0,0.1315172022331585,50.53
김종욱 찾기(영화),"첫사랑, 기준, 김종욱, 서지우, 사무소, 일, 프러포즈, 성격, 회사, 지나치",코미디,0.67038023,0.3333333322222222,0.1315172022331585,50.53
베테랑(영화),"도철, 형사, 사람, 태오, 사건, 물산, 신진, 없, 베테랑, 철",범죄,0.8087702,0.0,0.1315172022331585,50.5
마녀(2018년 영화),"자유, 자신, 기억, 사고, 후, 의문, 집안, 사정, 여고, 상금",액션,0.80787593,0.0,0.1315172022331585,50.45
킬러 조(영화),"크리스, 마약, 어머니, 조, 킬러, 도티, 여동생, 매력, 순간, 요구",범죄,0.80756646,0.0,0.1315172022331585,50.43
오빠생각(영화),"전쟁, 노래, 시작, 마음, 아이, 가운데, 한상렬, 임시완, 전출, 명령",전쟁,0.8034089,0.0,0.1315172022331585,50.18
내 이야기!!(영화),"같, 인기, 소년, 세상, 첫사랑, 있, 사랑, 남자, 밖, 입",코미디,0.6643812,0.3333333322222222,0.1315172022331585,50.17
블롭(영화),"스티브, 괴물, 노인, 제인, 박사, 친구, 경찰, 병원, 분, 안",SF,0.80321413,0.0,0.1315172022331585,50.17
허슬러(영화),"돈, 세상, 시작, 판, 방, 외모, 한, 필요, 플레이, 두뇌",범죄,0.80309355,0.0,0.1315172022331585,50.16
필동(영화),"자신, 도시, 믿음, 소망, 사랑, 필동, 이야기, 남산, 속, 마을",드라마,0.66400564,0.3333333322222222,0.1315172022331585,50.15
오피스(영화),"과장, 회사, 김, 사건, 가족, 동료, 종훈, 없, 살해, 화면",스릴러,0.8027819,0.0,0.1315172022331585,50.14
히어로(2010년 영화),"뱀파이어, 단, 친구, 심, 은, 석, 지하철, 자신, 얼마, 도시",액션,0.802717,0.0,0.1315172022331585,50.14
이별(영화),"호일, 영옥, 까뜨리느, 파리, 자신, 집, 소개, 말, 친구",기타,0.7835994,0.0,0.2075187486729242,50.13
