title,장수,repetition_ratio,기본점수,cliche_score,keywords
베데킨트-사춘기,4,0.875,62.14,79.64,청소년기 심리 혼란 아이 학교 시험 본성 사회 수치심 학업 부담 집중 힘들다 경험 긴장 인식 과정 제도 억압 생식 일부 우울 자살 가족 금기 갈등 부모 관계 깊다 개인 대화 상처 역할 여성 정체 사이 복잡 성취 신념 고통 친구 비난 발생 주인공 합격 문제 겪다 폭력 교회 떠나다 결심 멜히오르 보호 후회 헌신 의미 성적 가난 이유 모멸감 살인 대하다 죄책감 죽음 경계 진실 거짓 절망 과거 원한 감정 묘지 도덕 인간 한계 기회 변화 성장 다짐
그_여자의_소설,6,0.95,60.63,79.63,가족 갈등 핵심 생존 인색 성격 배고픔 사회 편견 떠나다 가난 소외감 느끼다 과거 심하다 꾸중 폭력 할머니 임신 초기 증상 심화 사이 남편 편애 경제 어려움 긴장감 출산 압박 봄날 벚꽃 놀이 며느리 불편 서울 생활 수습 애정 표현 예절 가르치다 가정 겪다 아들 요구 낳다 질투 의심 고조 죄책감 변화 독립군 부상자 드러내다 토지 개혁 통제 마을 고통 혼란 슬픔 지속 나다 서러움 드러나다 죽다 죽음 전통 의식 거행 인하 고향 악화 관련 비밀 감정 현실 여성 친자 관계 재산 상처 극복 전쟁 출생 결심 모색
피고지고_피고지고,18,0.967,60.25,79.58,환경 문제 작업 공간 열악 신체 부담 갈등 인하 주민 의심 외부 소음 작업자 피로 방식 속도 홍수 욕망 충돌 현실 어렵다 보물 발견 주인공 시간 비밀 노년 죽음 철학 대화 의미 모색 미래 계획 해외 사랑 체력 건강 악화 소유 원칙 의리 의견 차이 부정행위 심화 공동 결정 과거 잘못 반성 바쁘다 가운데 내부 분열 사업 확장 추정 토기 감정 우려 표출 신뢰 독점 경제 자립 공동체 관계 출발 배신 변화 의지 식물 재배 상처 드러나다 성공 제안 절망 경험 대하다 두려움 무게 죄책감 깊다 외롭다 벗어나다 강하다 고통 과정 죄의식 노선 자유 찾다 위하다 읍내 시내버스 운전
청춘예찬,2,0.85,62.54,79.54,갈등 핵심 증인 격화 감정 자존심 불안 고조 남자 가족 친구 만나다 거짓말 신체 위협 폭력 일본 떠나다 계획 건강 문제 과거 담배 운전 폭발 혼란 겹치다 경제 어려움 아버지 기력 자책감 희망 관계 악화 분노 정신 아프다
남자충동,5,0.9,61.52,79.52,주인공 일본 숨다 인하 폭력 감정 불안 심화 화투 뒤엎다 갈등 억압 도박판 여성 인물 가족 보호 결의 과거 음악 폭발 극심 집안 분노 아버지 공포 휩싸이다 절망 잃다 대립 권위 권력 도박 긴장 주변 판단 활동 다툼 사업 확장 압류 이혼 결심 고립감 느끼다 중독 자폐증 조직 긴장감 위협 고통 성찰 상대 통하다 패배 인정 문제 혼란 빠지다 격화 신체 충돌 붉다 인형 배신 공갈 협박 자책 관계 회복
뜨거운_양철_지붕_위의_고양이-테네시_윌리엄스,14,0.964,60.17,79.46,침실 응접실 가구 기능 요소 신비 사실 공간 빅토리아 시대 극동 설계 어우러지다 무대 조성 죽다 텔레비전 술잔 결합 자유 움직임 감정 여성 목욕탕 가족 불신 냉담 부부 불안 분노 훼손 어른 스트레스 갈등 아버지 악화 깊다 과거 모욕 외로움 상처 격화 방문자 명예 긴장감 고통 권위 겪다 생활 어려움 소통 긴장 하다 발목 충돌 회복 병원 진단 불화 가난 재산 사이 외도 의심 연애 강요 폭력 마지막 결혼 직업 좌절 분쟁 관계 사랑 우정 미묘 전통 할머니 장난 웃음 노인 생일 뒤섞이다 분위기 대화 가운 선물 교회 기부 의사 긍정
어머니,11,0.955,60.29,79.38,어머니 죽다 복잡 감정 경험 남편 입동 가족 일상 잠들다 사이 영혼 아파트 떠나다 받아들이다 과거 교차 음식 준비 전통 정월 갈등 애정 제사 이야기 들려주다 아침 식사 시간 연결 사랑 희생 유대 깊다 공동체 조화 기운 마을 활기 뱃사람 피어오르다 사람 만나다 일순 키우다 연애 결혼 물질 나누다 보이 배경 순수 낭만 대화 드라마 이유 집안 시집 현실 목숨 조선 비판 걱정 호랑이 사냥 회상 뿌리 운동 일본 강점기 불안 폭력 충돌 경제 어려움 고생 과정 고난 항일 미래 대하 거부 심각
땅_끝에_서면_바다가_보인다,4,0.9,61.31,79.31,목욕탕 고객 서비스 대하다 정신 역할 이발사 전화 경영 가위 사용 철학 선수 허강 시설 개선 의지 교차 머리 한국 랭킹 남자 동료 모임 준비 소개 치료 직업 나타나다 여성 태도 차이 사람 사이 과거 끝나다 다치다 발목 고난 수습 갈등 폭력 결의 나누다 권투 자격 부상 연장자 상황 싸움 절약 꿈꾸다 평화 이용 요구 긴장감 파티 형성 체육관 심리 고통 발작 결과 대하 불안 아들 시험 실패 절망 무대 사고 심사 위원 반응 댄스 연습 주인
불좀꺼주세요,10,0.95,60.23,79.23,현실 사이 갈등 복잡 감정 인간 존재 접촉 통하다 내부 사람 친숙 어색 신체 운명 우연 표출 평범 아파트 일상 상대 과거 상처 겪다 변화 외로움 살다 혼란 사랑 육체 관계 거부 정치 회복 자정 능력 사회 제도 스캔들 의원직 사퇴 기다리다 한국 여성 결심 우정 미래 대하 불안 책임 희망 교차 주변 미국 자유 생활 무덤 부인 비난 도덕 딜레마 순찰 차이 이해 가족 문제 이유 숨다 옆집 떡집 경찰 운영 어려움 후회 부부 의원 심화 교장실 교장 여교사 병원 복도 추문 전화 위험 사표 제출
갈매기,19,0.974,59.75,79.22,변화 인하 사건 인물 복잡 갈등 심화 시간 차이 흐르다 과정 관계 신분 이야기 전개 사이 가족 사회 방향 중요 영향 감정 간극 가난 행복 고통 불행 시골 생활 답답 부양 어려움 도시 적합 소음 불편 상복 극장 사랑 도덕 환멸 느끼다 고수 전통 심리 겪다 성공 인기 질투심 무대 관습 비판 아버지 계모 감시 늦다 도착 드러내다 여성 현실 긴장 예술 표현 충돌 주변 유명 배우 기존 형식 부재 이유 소외감 의사 명성 정직 궁극 영혼 고조 등장 악마 왕국 도래 예언 연극 생명 사다 하다 공포 고독 역사 기억 세계 배경 시작 미래
유랑극단-이근삼,13,0.962,59.98,79.21,연극 통하다 사회 여자 연기 경험 예술 대하다 열망 인생 참모습 탐구 단체 조직 시도 비다 무대 허무 문제 드러내다 모색 과정 갈등 개인 치유 추구 마을 심화 공동체 위기 고조 노인 강제 집행 위협 부채 토지 고향 떠나다 절박 경제 압박 청년 동네 처녀 고통 절망감 커지다 마음 사람 이별 상실 아픔 깊다 눈물 흘리다 애착 미련 짙다 없다 기차 조상 산소 단원 여관 경영 총독부 등록 극단 목격 절망 분노 소지품 팔다 활동 어렵다 어려움 외부 희망 극장 주인공 사랑 등장인물 죄책감 배신감 인물 사이 자살 소식 가족 비극 달하다 무게 시작 준비
뜨거운_양철지붕위의_고양이-아서_밀러,14,0.957,60.04,79.18,무대 등장인물 감정 빅토리아 시대 극동 침실 응접실 젊다 여성 극대 여름 저녁 중간 휴식 공간 이야기 배경 과거 고조 긴장감 형성 망가지다 원인 악화 가족 권력 건강 아버지 사이 불화 할아버지 분노 부부 조카 부모 재산 불러일으키다 갈등 격화 주인공 진단 식사 태도 소통 부재 치료 동안 아래층 음악 인하 관계 부상 고립감 느끼다 시간 할머니 소식 구성원 음주 문제 비극 가난 신체 고통 유산 둘러싸다 마지막 생신 다툼 도덕 결혼 분위기 조성 일부 농담 반응 파티 시작 교회 기부 전환 익살 기념물 대화 생일 의사 노래
사랑_만들기,6,0.933,60.51,79.18,사랑 이야기 연애 모순 탐구 벗어나다 연극 갈등 연구실 배경 심리 감정 구체 연출 학생 대학 사이 도덕 복잡 육체 접촉 중학교 시절 사모 교수 관계 치료 겪다 문제 대화 논쟁 벌어지다 긴장감 현실 경계 인물 변화 키스 계기 사건 과정 맹목 배우 다투다 논의 유혹 타이밍 확인 혼란 의심 다음 장면 성숙 혼동 충돌 욕망 질투심 비치 죄책감 인식 경험 청소년기 사람 짧다 실험 호기심 대하다 통하다 신뢰 대하 차이 분석 세대 깊다 제약
안톤_체홉_-_벚꽃동산,7,0.943,60.29,79.15,경제 어려움 대비 불안 깊다 벚꽃 동산 과거 가족 비극 관계 진전 혼란 기차 연착 기다리다 긴장 기대 반응 의견 충돌 청혼 단절 선언 새벽 심각 재정난 후회 불러일으키다 감정 복잡 죽음 관련 슬프다 재정 가정교사 희망 잃다 노력 위기 놓이다 긴급 은행 이자 상환 개인 갈등 심화 비밀 드러내다 자살 고뇌 예배당 주변 풍경 사랑 신뢰 배신 긴장감 고조 정체 변화 대하다 저항 대화 요청 발생 가난 도덕 분노 인물 사이 금화 인간 자존심 노동 비판 침묵 혼담 결정 지식인 저녁 식사 사람 결혼 고민 갈망 내면 주인공 무도회 마술사 카드 관객 환호 감탄 독립 놓다 선택
보이첵-게오르그_뷔히너,1,0.8,63.14,79.14,갈등 겪다 사람 풍자 여성 악대 표현 사회 편견 걱정 박람회장 동물 비교 공연 도덕 한계 자각 탐색 가난 희망 비난
시련-아서밀러,10,0.96,59.88,79.08,소녀 기절 침대 마을 마술 목사 자연 가능 원인 불경 행위 불안 공포 세력 몰아내다 음모 의사 해결책 모색 한편 불가사의 행동 의문 악령 사람 목격 긴장감 불신 혼란 죽음 이상 증세 과거 감정 관련자 극심 압박 옷차림 명예 생명 지키다 소통 터뜨리다 주민 사랑 호소 여성 고통 징후 해석 사냥 태도 설교 교회 운영 남성 부정 관계 봉급 문제 개인 유령 소행 주장 맹목 믿음 마녀 재판 권위 체포 처형 위기 따르다 사회 추방 시도 증거 부족 가족 긴장 고조 심화 고군분투 폭력 내부 갈등 두려움 집행 분노 법정 증언 절망 만연 부지사 부당 영장
방황하는_별들_윤대성,4,0.9,61.06,79.06,사회 억압 어른 청소년 현실 학교 겪다 갈등 한국 교육 문화 고통 미국 분노 느끼다 차이 공연장 무단 침입 평등 노인 텔레비전 지나치다 의존 비판 외롭다 소녀 돌아가다 경찰서 보호실 가정 따뜻 관심 성년자 야구 중계 촉구 장면 마무리 잠자다 권고 보호 하룻밤 부모 경찰 행동 질서 중독 차분 대화 문제 표현 전자 오락 시간 허비 자녀 소통 올바르다 성장 사랑 태도 악화 부재 상담 과정 용서 관계 회복 미성년 필수
돼지와_오토바이-이만희,14,0.964,59.77,79.06,인생 여행 비유 설레다 추억 의미 덧없다 성찰 짧다 들리다 장면 기다리다 무대 뒤편 혼란 감정 관계 자살 마감 바꾸다 사랑 여성 남자 건강 후회 행동 운명 한계 인정 결혼 감옥 아내 면회 사람 미묘 상처 성취 설명 문제 교사 실패 아픔 회복 전환점 인간 복잡 비교 한쪽 전직 대화 성공 전문의 과정 가족 변화 이해 마련 입장 갈등 대하다 과거 식장 예약 중요 수술 파트너 선정 성장 장롱 치다 대뇌 영악 존재 죄책감 심각 기형 발견 배신 죄의식 겉보기 어리석다 보이
비계덩어리,5,0.9,61.06,79.06,추위 굶주림 시달리다 긴장 분위기 조성 의견 충돌 일부 무리 이동 전쟁 폐허 낡다 건물 사이 과거 소문 도착 설명 모여들다 겨울 신중 접근 요구 프러시아 침략 부족 배고픔 고통 경제 압박 피하다 떠나다 이유 동원 대비 귀족 의심 갈등 빚다 여성 장교 냉담 태도 재산 자원 집단 대화 나누다 초래 불러일으키다 긴장감 전시 인간관계 복잡 적대 동생 군대 훈련 주인 끝나다 독일 출발 고조 여행 거부 불안 사건 행동 목격 격화 마차 열쇠 떠오르다 극심 감정 인물 침묵 혐오감 마련 기억 주변 냉대 상황 순조 보이 해방 축하 깊다
돌아서서_떠나라-이만희,8,0.95,60.03,79.03,애정 나누다 과거 위로 고민 가운데 자연 대하 그리움 예식 천주교 기억 소망 아프다 죽음 대하다 복잡 마지막 변화 감정 냉랭 관계 회복 노력 인정 사람 고백 가족 괴롭히다 갈등 공격 강원도 산속 케이지 갇히다 주인공 독방 조직 폭력 상처 농장 신뢰 다짐 인턴 시절 가난 책임 태도 실망 흐르다 용서 마음 아버지 경험 심리 고립 불안 병원 그만두다 선택 자유 추구 성장 참을성 심화 인간관계 친구 죽다 부족 갈망 일상 건강 문제 고통 사회 지위 겉모습 긍정 영향 바다 수영
미아리텍사스,5,0.88,61.43,79.03,객석 살피다 긴장감 무대 경쾌 울리다 연결 밝히다 소리 젓가락 장단 분위기 영화 겹치다 심리 남성 관계 비극 설명 여성 내보내다 갈등 주인공 복잡 사이 동료 걱정 일상 불안 취하 교차 술집 뒷방 절망 혼란 노래 일으키다 환각 고립감 느끼다 과거 트라우마 내다 신체 고통 결정 죽다 추다 사랑 대하 떠나다 개입 태도 충돌 감정 비난 연민 어려움 인간 심화 약혼자 관련 폭력 악화 인심 즐거움 찾다 시도 야박 경제 위기감 도망치다 맞서다 세계 붕괴 경험 떠올리다 군기 공간 인물 위협 자연 시간 흐름 고조 훈련 장면
홍동지는+살아있다,9,0.944,60.13,79.02,괴물 신하 사이 갈등 발생 가운데 궁전 승리 궁중 안정 장관 사망 소식 강력 근거 동지 대하다 처벌 찾다 고통 능력 갖추다 존중 교육 인간 만들다 자리 거부 박사 맡다 처음 짐승 수락 변화 의견 받아들이다 군사 행동 의사소통 건축 명령 칭찬 어리석다 반성 왕비 분노 관람 실수 유머 사랑 권력 성과 증명 과거 공부 놀이 배우다 인형극 돌머리 혼란 반란군 격파 죄수 휩쓸다 백성 반란 경계 강화 장군 임명 진압 생명 위험 침묵 장수 배신 궁궐 경비 의심 휴식 실패 긴장감 감돌다 공연 전환 시도
taxi,12,0.933,60.35,79.02,육감 직감 상황 단서 사건 긴장감 미묘 조사 갈등 가방 냄새 우유부단 직업 의식 압박 여성 결국 혼란 심각 교통 체증 혼동 정신 패배 골목길 계획 실패 사람 차량 타인 정체 대하 사랑 상처 공유 주인공 첫사랑 죽음 그리움 깊다 주변 영향 이야기 가운데 채소 겨울 변화 여인 가격 상승 출근 시간 택시 공항 아침 요구 운전사 서울 주요 풍경 이어지다 여자 위치 받아들이다 시민 설명 설득 명소 구경 기사 사회 불안 두려움 고립감 느끼다 위협 승객 과잉 진압 목격 출근길 학생 시위 바쁘다 일상 허기 과격 폭력 분위기 체감 점심
이근삼「국물있사옵니다」대본,6,0.933,60.34,79.01,회사원 주인공 외롭다 아파트 여성 어색 현실 도피 고립감 회사 사장 만나다 교회 다니다 시작 직원 싸움 철학 나누다 인간 대화 임시 고원 신분 스파이 역할 동료 비밀 문제 조직 갈등 음모 이웃 괴롭힘 당하다 고립 과거 직장 겪다 관계 변화 봉사 정신 일환 친구 동생 등장 취업 어려움 공유 미래 가족 모이다 예산 초대 인원 과정 긴장 자금 마련 고민 결혼 초대장 부담 충분 치수 논쟁 복잡 감정 여자 엽총 손질 긴장감 기존 상식 권투 선수 나이 의혹 신뢰 유니버스 수상자 준비 금전 피해 심리 느끼다 이혼 약물 남용 위기 비서 적절 화해 조짐 보이다 권력 강탈 탱크 계획 행사 결혼식
세자매,7,0.943,60.11,78.97,모스크바 이주 결심 자매 교사 가족 죽음 맞다 과거 미래 대하다 갈망 일상 젊음 소진 감정 교류 갈등 사모바르 노동 중요 떠나다 대화 방문 빈곤 연애 드러내다 학자 다재다능 사회 도덕 세대 지식 언어 능력 사람 사이 애틋 결혼 깊다 사랑 고백 복잡 느끼다 신뢰 호소 대하 현실 어렵다 과도 관심 당황 제안 농담 친근 좌절감 고립감 대피 혼란 공포 괴리 지위 촛불 안전 점검 건강 늦다 시간 경제 어려움 카드놀이 불타다 군대 도시 철수 파괴 절망 고통 실패 인하 죄책감 불안감 긴장 고조 군의관 화재 발생 가정 하녀 문제
밤으로의_긴여로(유진오닐),22,0.968,59.6,78.97,갈등 가족 관계 이러다 긴장감 고조 의견 차이 심화 처음 변화 초래 숨기다 비밀 여름 고전 문학 철학 남편 건강 단정 모습 농부 아침 식사 젊다 외모 사람 사이 깊다 거실 격식 불안 관절염 부부 현실 재정 부인 체중 감추다 긴장 기색 전략 대하다 부동산 투자 성공 증가 식습관 농담 식당 나이 신경 과민 태도 아들 악화 감돌다 아내 식욕 웃음 소리 신경질 대화 부진 걱정 바꾸다 가난 소작인 부유 겪다 돼지 사회주의 저항 의지 문제 들다 반박 재벌 승리 경제 의료 연못
토끼와포수,5,0.92,60.56,78.96,보이 친근 부탁 어머니 성격 의식 조심 다가가다 태도 불안 의심 행동 뻔뻔 주변 침구 챙기다 하숙집 가족 이웃 의견 차이 갈등 표출 기존 거주자 경계 포수 비유 이후 외로움 인형 신뢰 문제 발생 사업 대하다 관계 설정 가능 성공 재혼 의지 의사 급성 위염 진단 회상 건강 심각 강조 환자 지속 구토 증상 내리다 과거 약혼 계획 알리 토마토 주스 심화 두려움 죽음 복잡 감정 증세 악화 남편 결혼 관련 히스테리 일본 유행 방문객 출입 제한 혼란 긴장 아버지 토요일 저녁 김기호 영감 선거 이야기 중심 사람 도둑
소,8,0.95,59.92,78.92,마을 공동체 복잡 농부 아프다 가족 이웃 농촌 타작 장남 농사일 참여 대립 집안 명예 전통 자식 거부 갈등 기쁨 개인 아이 괴롭히다 긴장 고조 세대 가치관 차이 기성 의견 충돌 농사 생계 문제 향수 교차 유자나무 심화 계약 성사 변화 경제 어려움 청년 사람 다툼 심하다 독촉 여자 서울 의심 조롱 결혼 걱정 미래 강제 농민 이유 부당 소유주 폭행 느끼다 농가 핵심 빚쟁이 사이 거래 무산 연대 위기 일어나다 빼앗다 분노 슬픔 깊다 저항 촉발 뭉치 마름 소유 재판 토지 상쇄
길떠나는가족,6,0.917,60.55,78.88,예술 갈등 그림 통하다 독립운동 젊다 예술가 스케치 조국 억압 장례식 자유 꿈꾸다 분신 무대 환경 극심 가난 병마 사랑 독창 고향 돌아가다 겪다 여성 운명 끌리다 기대 사이 편견 겹치다 사람 만남 미래 가족 관계 조선 사회 혼란 스탈린 초상화 지속 진정 마을 혼례 남쪽 이동 결심 평등 과거 상처 극복 전쟁 공습 권력 압박 안전 위협 노인 일본인 수용소 떠나다 고뇌 빠지다 부부 사태 발생 청년 폭력 절망 극장 자식 결정 작업 자신감 부족 주변 이해 전시회 위기 무시 아름다움 국회 의원 주인공 억울 종업원 희롱 작품 상업 성공 경찰 은박지 거래 문제 철학 펼치다 집안 집착
검은새_usungm,6,0.933,60.2,78.87,반란 주도 이징옥 추진 의심 군사 이동 복잡 역사 상황 처형 재산 몰수 집단 선인 반역 음모 금나라 황제 무기 식량 비축 수양대군 배신 권력 장군 기개 존중 혐의 공격 북방 지원 임금 도승지 희생 비극 금령 위반 인정 영토 회복 도덕 충돌 나라 부흥 위하다 부활 열망 여진 통합 결단 고조 과정 여진족 애정 고백 보호 전통 의식 진격 마루 세력 등장 운명 내면 갈등 불만 표출 주인공 형제 아버지 정치 번영 다짐 종성 진군 계획 전략 대립 내일 격화 조정 정예 부대 집결 외교 대응 국경 경계 강화 불안 심화 결정 혼란 신속 출동 가능
소,8,0.938,60.11,78.86,농촌 가족 갈등 농부 아프다 농사 포기 항구 공동체 일상 바쁘다 마을 사람 비판 벌다 아버지 현실 어려움 가치관 차이 제안 거부 충돌 생계 문제 쫓겨나다 사건 변화 적응 노력 압박 자금 마련 의견 부잣집 상호 협력 신뢰 청년 결혼 구박 고통 겪다 서울 여자 심화 이유 들다 주사 절망 주변 장수 거래 분열 커지다 개똥이 농민 강제 소란 갚다 무산 읍내 주민 사이 의심 억울 추궁 폭행 선택 발생 동리 소유 재판 빼앗다 비용 절차 과거 나다 사용 유지 계약 용서 결국
유랑극단-이근삼,13,0.962,59.62,78.85,연극 사회 정화 공감대 형성 모임 재현 작품 인간 관계 문제 극복 어린이 역할 의미 탐구 조직 시도 시작 변화 모색 극단 마을 갈등 격화 공동체 연대 깨다 위기 의식 긴장 폭력 인생 무상 고난 강제 퇴거 고향 떠나다 절박 작별 인사 나누다 사람 마지막 슬픔 미래 출발 상징 조상 기차 빼앗다 불안 산소 경제 어려움 단원 직면 비난 내부 고군분투 생계 기존 매국 극장 무대 총독부 등록 안정 준비 슬프다 장면 회의 심화 사랑 비극 사이 혼란 감정 배신 가족 주인공 개인 상처 자살 긴장감 재정 배우 교차
정의의_사람들,9,0.956,59.71,78.82,혁명 참여 동기 세력 극장 갈등 발생 조직 진행 역할 암살 작전 계획 수립 적합 규칙 정하다 긴장감 존중 정보 수집 잠입 장소 신호 체계 혁명가 특이 평가 동료 겪다 이해 외롭다 인물 도덕 도달 각성 증오 신념 결단 중요 테러 행위 수단 위하다 폭탄 사명 받아들이다 조직원 준비 희생 침착 유지 두려움 죽음 영원 공유 전제주의 타도 기다리다 문제 정당 무고 실패 대하다 체포 자책 충격 살해 결정 목표 좌절 인하 임무 심화 발견 공격 테러리스트 무력감 고백 위험 투척 책임 절망 경험 감옥
출세기,7,0.943,59.95,78.81,광부 갱도 붕괴 광산촌 사다 규모 인명 피해 생존 구조 요청 사고 원인 경제 손실 급격 유입 사망 노동자 시위 가족 동료 불안 가능 분석 시도 응답 절망 제한 자원 정신 고통 외로움 어려움 시간 과정 의학 판단 의견 충돌 발생 구출 응원 구조대 김창호 광산 장애물 침수 염불 기도 다양 종교 단체 지하 미터 깊이 긴장 분위기 조성 대화 서울 병원 응급조치 진단 결과 심각 극한 굶주림 악화 생리 변화 시력 인물 기자 회견 토로 긴장감 감추다 언론 인터뷰 응하다 대하다 그리움 대중 모습 당시 이동 확실 미래 고민 이탈 생계 폐쇄
불가불가_이현아,20,0.965,59.49,78.79,감정 어조 예언 크다 재앙 위기 전환 완화 긴장감 고조 긴장 친근 제안 분위기 일상 대화 바다 대비 위하다 병력 소통 토론 진행 갈등 심화 주장 논쟁 국가 안보 위험 반대 과도 군비 해소 논의 침략 가능 양측 입장 차이 웃음 터뜨리다 연기 인지 역할 현실 사이 혼란 혼동 실제 행동 희생 주제 드러내다 과정 휘두르다 동작 죽음 명예 황제 항복 권위 일부 과거 잘못 반성 유지 인하 신하 쓰다 충돌 조롱 배우 공연 준비 어렵다 일어나다 대하다 의견 올리다 결국 위치 무대 조선 의미 표현 방식
칠산리,4,0.875,61.26,78.76,요구 자식 무덤 옮기다 결정 평지 주민 분묘 과거 가족 갈등 지역 배척 격화 사다 옮다 면장 문제 살다 죽음 공포 숨다 겨울 산속 아이 전쟁 배고프다 생존 저항 의지 재료 밝히다 마을 복잡 감정 해결 중요 불신 반발 낙인 사회 고통 억울 토벌대 출현 악화 대비 긴장 차별 이익 겪다 세대 차이 출산 이장 연대감 형성 두려움 반성 가난 편견 돌봄 책임 미루다 외부 시선 현실 수용소
막심고리끼_-_밑바닥에서,12,0.95,59.76,78.76,고통 갈등 주변 감정 충돌 지하실 인하 반복 다툼 시작 상처 어려움 생활 인물 과거 답답 느끼다 중독 알코올 진단 교차 복잡 건강 부정 영향 걱정 등장인물 일상 대화 행동 청소 인간 관계 비난 불안 친절 가치 강조 인간관계 내면 천재 신뢰 중요 표출 아내 돌보다 도둑 노동자 열악 환경 의미 절망 토로 심리 현실 생존 무용 긴장감 고조 살다 두려움 비롯 외로움 명예 양심 죽음 멸시 사회 신분 심화 주변인 받아들이다 굴복 몰락 자유 추구 집안 빈곤 귀족 길거리 문제 일으키다 증명서
뜨거운_양철지붕위의_고양이,14,0.957,59.58,78.72,무대 현실 침실 응접실 하늘 독특 가구 빅토리아 시대 극동 발레 등장인물 격정 초반 목욕 감정 긴장감 젊다 여성 자유 움직임 표현 가족 복잡 갈등 아버지 건강 악화 어려움 겪다 형제 틈타다 재산 사회 지위 결혼 이어지다 비참 저녁 식사 회복 과거 심화 부부 긴장 혼란 고통 아래 아래층 음악회 아이 문제 사이 질투 갈망 방문객 용서 즐기다 친척 간통 가난 평등 이혼 떠나다 진단 실수 상속 유산 신뢰 이해 미묘 드러내다 할아버지 불안 의사 기부 교회 정신 위안 생일 혈압 노래
돼지와_오토바이-이만희,14,0.957,59.57,78.71,비유 덧없다 의미 형성 짧다 인생 시작 여행 기억 경험 시간 흐르다 죽음 가치 드러내다 깨달음 마지막 기다리다 중간 과정 면회 고통 관계 어려움 인식 갈등 제기 감옥 아내 태도 차이 한쪽 결혼 남자 결국 자살 여성 만나다 건강 사람 미묘 과거 중요 전환점 복잡 감정 실타래 얽히다 설키다 운명 전개 변화 설명 문제 해결 대화 다음 만남 입장 마음 바뀌다 보다 무시 상황 가족 수술 성장 예약 장롱 음악 유전 이상 감염 대부분 신생아 약물 복용 부분 원인 산모 갈망 한편 의사 죄책감 혐오
돌아서서_떠나라,8,0.925,60.2,78.7,감정 공유 과거 위로 작별 자연 평화 나누다 마지막 세례명 대하다 소망 예식 천주교 휴머니즘 대화 법정 선고 장면 변화 가족사 개인 고통 냉랭 관계 갈등 표현 서툴다 인정 상처 고백 사람 부모 죽다 살다 약하다 동물 열악 환경 조직 폭력 주인공 후계자 문제 충돌 인하 어렵다 농장 친구 어색 생활 청산 가난 가족 자유 심리 고립 벗어나다 사랑 건달 선택 새어머니 경험 병원 침묵 나무 바라보다 외로움 견디다 죽음 그리움 사이 혼란 배신감 바다 수영 추억 책임 반응 건강 긍정 영향
