title,장수,repetition_ratio,기본점수,cliche_score,keywords
리어왕,4,0.875,57.94,75.44,신뢰 정직 가난 밝히다 식사 협력 의지 명예 비밀 지키다 모자 명령 저녁 준비 고용 결정 허위 비판 종자 지혜 어리석다 사이 주인공 주변 정체 상황 혼란 가족 권력 구조 갈등 빚다 환상 진실 거짓 고통 아버지 배은망덕 실망 느끼다 굽히다 용서 거부 현실 깊다 건강 강하 분노 문제 집안 화합 걱정 관계 회복 노쇠 권위 상실 효율 노인 극한 몰아치다 가운데 자연 세상 비참 늙은이 배신 참혹 마을 악마 변화 태도 인간 본성
꽃무덤-고성의,6,0.95,56.43,75.43,공동체 세대 이해 관계 갈등 심화 역할 책임 소통 어려움 협력 모색 작용 가운데 마을 남성 여성 어린아이 인식 변화 과정 무덤 서다 재앙 파내다 잃다 과부 주민 사이 충돌 일어나다 장례식 이중 가족 죽음 노인 마지막 유언 장례 계획 벗어나다 동생 걱정 뒤따르다 의지 드러내다 아버지 두려움 사람 섬사람 문제 목숨 파도 휩쓸리다 주변 인물 악화 한편 냉대 낯설다 청년 도망 묘지 원인 불운 사고 일상 머슴 도둑 발각 목격 죽다 젊다 벙어리 무당 도덕 의뢰 지시 바쁘다
장미의성,8,0.938,56.65,75.4,주인 방문 목욕 기자 사진 구성원 반려견 돌보다 엄격 규율 가정교사 식모 소수 출입 제한 장미 예술가 독창 표현 잡지사 예술 사생활 경계 설명 인터뷰 요청 의미 유머 담다 능욕 기존 재료 형태 질문 거부 그림 영감 현대 조각 창작자 남성 전통 인체 사회악 맞서다 작품 복잡 감정 가족 미묘 다양 공간 어머니 불편 부재 고립 주인공 미국 과거 남편 깊다 갈등 소통 단념 마음속 긴장감 고조 행방 어둠 음악 결혼 미술가 모녀 관계 선생 학습 간섭 반발 심리 집안 상애 배신 상처 지도 행동
나생문,10,0.96,56.14,75.34,증인 서다 목격 인물 사이 재판 수도승 허탈 부인 무사 피해자 관련 불신 충격 재판소 벌어지다 끔찍 의심 정황 피해 여성 속세 가족 갈등 여자 접근 숲길 들어가다 사건 고백 남편 대나무 묶다 두려움 아프다 날씨 발생 등장 과정 진상 복잡 패배 자살 긴장 싸움 명예 감정 회복 노파 결혼 모욕 죄책감 절망 처벌 촉구 꺼내다 벗어나다 의지 발언 부적절하다 소통 부재 죽음 위기 사랑 배신 영혼 증언 진실 숨기다 파국 인간 수치심 아내 변심 심 산적 폭력 과거
꽃신,10,0.94,56.52,75.32,공연 방향 협력 상호 남측 북측 예술단 준비 시작 긴장 기대 교차 불구 배우 사이 의견 성공 단계 작업 남북 기회 소속 경험 호텔 만나다 통일 화합 가능 피로 공유 전투 긴장감 지치 조성 대하다 열정 갈등 독립군 일제 공격 표현 혼란 비교 묘사 현실감 불타 슬픔 겪다 주민 분노 복수 희생 다짐 깊다 늑대 호흡 젊음 감탄 남매 어머니 신발 지도 사람 감정 다음 연습 장면 농담 나누다 여성 연극 과정 신체 부담 중단 선언 스트레스 공감 중요 단장 신념 역사
승무별곡-이중기,5,0.9,57.26,75.26,남편 사이 긴장 귀환 기다리다 가족 포기 해결 서울 생활 조언 희망 현실 고민 갈등 세대 가치 충돌 스님 방문 인생 전통 예술 교차 가운데 명수 불신 심화 떠나다 비난 질투 격렬 깊다 극단 폭력 위협 어머니 혼란 승무 심리 고통 불교 신앙 문화 자살 의지 학대 조롱 직면 고립감 극복 음악 공동체 어려움 통하다 살다 강제 폭행 뛰쳐나가다 은진 약속 지키다 돌아가다 여인 노인 멈추다 자부심 단결 아픔 이해 분노 폭발 긴장감 사과 과거 상처 배신 예술인 격화 시작 구성원 모이다
분장실,4,0.9,57.21,75.21,연극 대하다 태도 자신감 회복 무대 상처 고민 불안 사랑 문제 갈등 격화 신경전 나다 분장실 고백 신념 인내 중요 의상 모자 과거 연기 경험 관계 주인공 셰익스피어 토론 부인 역할 번역 해석 차이 관객 이해 관용 스타일 시대 도둑 경쟁 이야기 여성 혼란 겪다 남성 가운데 감정 격하 선호 명성 비교 충돌 희생 사람 분담 극복 의지 운명 좌절 희망 작품 기력 고통
사형수와_사신-하근찬,1,0.7,61.19,75.19,죽음 고통 사형수 의미 감옥 억울 살인 누명 등장인물 과거 죄책감 갈등 격화 살인자 허무 철학 배신 신체 충돌
우리읍내,8,0.95,56.18,75.18,배경 주요 새벽 읍내 장소 주민 생활 무대 특성 설명 지리 상점 구체 묘사 사회 구조 교회 학교 일상 신문 폴란드 이민자 가정 중심 나누다 지역 경제 애정 집중 골동품 갈등 부각 농사 출산 평범 공부 문화 발전 미미 약자 근면 자립 지방 보수 정치 성향 인간 관계 성장 젊다 평등 미래 은행 신축 묵인 상황 깊다 마을 사람 아프다 목사 농장 악화 불안 걱정 감추다 외삼촌 노동 어머니 달빛 아래 평화 용돈 인상 요구 결혼 변화 형성 전날 사랑 신랑 인물 결혼식 주제 졸업 서두르다 시간 지나다 가족 긴장 고조 시각 차이
파수꾼(대본0,3,0.867,57.84,75.17,두려움 떨다 임무 습격 시도 위협 내습 발견 경고 소년 결점 경계 능력 물러나다 반복 망루 아래 파수 이유 정확 관찰력 배우 마을 알리 방어 떼다 지속 부상자 사망자 속출 불행 기력 분노 후임 책임감 용기 점검 양철북 주민 외로움 시달리다 노인 식량 운반 여성 지하실 대피 대비 일부 포기 사람 탈출 권유 고립 단결 정신 새벽 존재 구름 현실
산허구리-함세덕,2,0.85,58.14,75.14,마을 생존 고통 하다 가족 어머니 절망 큰아들 죽음 바닷가 물가 주변 압박 문제 건강 악화 인하 갈등 이유 폭력 희생자 발생 사람 적다 이어지다 상실 무너지다 이끌다 빚다 모녀 감정 폭발 고립
그_밤_그_바다-오태영,2,0.8,59.02,75.02,가운데 남자 술집 지시 주인 대응 사람 자리 종업원 요구 불안 긴장감 험상궂다 경력 과거 아내 주장 부부 남편 피해망상 행동 의심 시선 교환 항구 부인 자신감 유지 도덕 잣대 웃음소리 주변 노인 갈등 빚다
스카펭의_간계,10,0.94,56.19,74.99,갈등 심화 주인공 아버지 결혼 귀환 비밀 드러나다 위기 과거 탈선 숨기다 상황 타개 방안 주변 극복 사이 절망 기지 여행 떠나다 젊다 여자 발견 지키다 사랑 마음 사람 진실 용기 확인 강압 태도 아들 숙명 배신 규정 분노 허락 없다 권위 이유 자식 교육 문제 표출 신뢰 신분 위험 감수 생존 자백 복수심 누설 의혹 하인 고백 배신자 대하다 충성심 심각 긴장감 고조 시험
강추자_노파의_오찬,2,0.85,57.96,74.96,가족 관계 현재 유산 아버지 외국 나가다 감정 얽히다 갈등 이해 부족 습관 반복 망가뜨리다 고백 자녀 세대 억압 결혼관 복잡 외로움 차이 사회 격차 느끼다 이웃 소통 부재 선택 미국 떠나다 드레스 경험 소음 심하다 환경
봄이오면_산에들에,3,0.833,58.27,74.94,처녀 쌓다 혼란 총각 혼인 갈등 시작 마을 깊다 강압 뿌리치다 문제 꺼내다 소나무 걱정 긴장감 감돌다 위험 느끼다 가족 과거 아프다 기억 산골 존재 대하 도망치다 사건 겨울 소통 동물 이해 평화 사람 일어나다 지나다 교류 노래 추다 마지막
신의아그네스,5,0.94,56.0,74.8,수녀 피다 임신 출산 대하 기억 혐의 기소 법정 진술 재판 상실 여성 탯줄 감다 증거 발견 과실 치사 의사 정상 고통 신앙 고백 치료 부재 수녀원 신체 정신 학교 외부 경험 긴장감 고조 출혈 증상 판단 엄격 가정 환경 없다 신념 개인 의심 어머니 갈등 어리다 시절 분노 사이 약혼자 문제 동생 죽다 결백 충돌 찾다 과거 미래 가족 학대 깊다 트라우마 죄책감 심리 과정 사망 일으키다 최면 심각 주인공 종교 견해 차이 희망 회복 외로움 극심 두려움 미리암 도움 심화 혼란 강간 발생 의료진
최현죽_윤동주와_헤어져,13,0.946,55.82,74.75,심리 압박 무대 감옥 심화 긴장감 갈등 경찰서 제한 공간 배경 구조 고뇌 윤동주 갇히다 가족 주변 사망 소식 일본 깊다 슬픔 절망 고문 묘비명 독립 운동가 죽음 친구 추모 역사 진실 지키다 강제 주사 건강 전쟁 동생 의미 민족 자각 형제애 드러내다 화목 애정 표현 사람 정체 품위 마음 비롯 작품 토론 대화 조국 조선 결심 광명중학교 일본인 군관 학교 선택 한계 중학교 배신 중국 정부 지원 끊다 신사 참배 거부 운동 동맹 퇴학 펼치다 귀국 가운데 언어 말살 논의 고통 내면 사랑 문제 검열 탄압 정책 대하다 분노 시인 어리다 시절 형사 주인공
반딧골_사람들,3,0.833,57.96,74.62,사람 사랑 마을 논쟁 생일 하늘 설명 궁금 할머니 싸우다 첫날밤 여성 갈등 일어나다 노인 결혼 결심 주민 깊다 슬픔 쇠약 정신 심신 죽음 호소 고향 남편 폭행 영혼 나타나다 억울 보이 불안 가족 고통 가정 기억력 발병 가난 지켜보다 절망 공동묘지 이야기 폭력 두려움 배척
만선,16,0.963,55.24,74.49,이해관계 충돌 시도 관계 변화 어부 가족 주변 논의 과정 세대 어업 생계 문제 의견 차이 향후 방향 모색 심화 인하 긴장 마을 분위기 활기차다 변하다 주민 기쁨 경제 기대 어부들 부서 떼다 희망차다 감돌다 전통 기대다 일어나다 바다 규모 웃음 불쾌감 어획량 어획 풍요 며칠 대량 갈등 실망 침체 어려움 사람 휩싸이다 집안 심각 크다 절망감 묶다 고기 결정 긴장감 고조 격화 일부 겪다 풍부 사이 절망 깊다 압박
처용의_노래,8,0.938,55.65,74.4,어머니 발각 처용 처하다 위협 관계 귀신 떠나다 질투심 바위 깔리다 위기 바다 산신 용왕 도움 아주머니 살리다 접촉 쉬다 회복 긴장 부탁 준비 사람 보호 역신 끊다 위하다 도망 공격 어부 투망 파괴 절벽 아래 긴장감 어둠 짙다 이상 백성 노여움 구름 갈등 본격 피우다 기후 현상 발생 여성 원인 군사 동원 이름 이후 기적 베풀다 기념 나라 어지럽히다 나타나다 체포 하옥 문화 펼치다 다짐 혼인 노래
죽음의_토크쇼,4,0.95,55.39,74.39,방송 방청객 적극 실제 반응 진실 규명 사회 감정 표현 실시간 활용 웃음 야유 다양 소통 유지 프로그램 사회자 하버드 법대 중시 시스템 충돌 임신 고등학생 미혼 경험 문제 가족 갈등 친구 공개 폭행 분노 배신감 폭발 미성년자 보호법 관련 욕구 성장 갈망 상대방 연인 관계 비난 대립 심화 의심 질투 격렬 깊다 상황 복잡 신체 만남 동기 사랑 성별 무관 메시지 동성애 대하다 편견 연애 과정 과거 남성 혐오감 폭력 여성 나다 토론
뜻대로_생각하세요-루이기피란델로,6,0.933,55.71,74.38,심화 정치 긴장 경찰 권력 갈등 사이 개인 긴장감 지속 라우디시 아멜리아 중심 시장 국장 중재 의회 복잡 안정 유지 분개 주민 문제 사위 행동 마을 사람 의심 분노 교회 증축 도시 신임 건축 의원 유력 도덕 행위 규정 비난 해결 장모 만나다 면담 아내 항의 적극 대응 부인 심각 인식 신중 접근 강조 사회 신문 접촉 사건 임시 회의 진솔 고백 처음 가족 관련 오해 지진 룰라 동정 재혼 판단 의문 제기 변화 정신 충격 상황 여성 꾸미다 남편 보살피다 의존 사고 상태 숨다 이해 알리
국물있사옵니다,7,0.929,55.74,74.31,직원 교회 출석 종교 권력 이용 여성 교류 부족 사장 만나다 갈등 남성 주인공 임시 회사 음주 문제 인생 불확실 희망 변화 외롭다 살다 친구 과거 옆방 정체 불명 아파트 관리인 독특 태도 피해 느끼다 보이 임시직 불안 관계 무르익다 인간관계 형성 결혼 생활 중요 외로움 어머니 가족 부양 부담 형제 방문 자금 모으다 절망 영화 관람 자리 차지 의견 충돌 젊다 권투 선수 총구 겨누다 충격 사회 실망 방식 잔치 비용 신체 사이즈 심장 상식 실험 동생 자신감 목격 탱크 잃다 소희 혼란 겪다 자살 충동 다르다 친밀 기다리다 이상 시험 합격
장미_문신-테네시_윌리암스,16,0.956,54.92,74.05,극장 연극 연기력 바탕 관객 강하 인상 배우 공연 형식 극단 성좌 번역 연출 장미 문신 주인공 남편 사업 임신 직감 신비 경험 바나나 트럭 문제 주민 기다리다 불안 설레다 경제 자립 희망 미국 전역 여성 유산 자살 극심 고립 심리 붕괴 차단 터뜨리다 졸업식 분노 교사 이웃 개입 죽음 이후 참여 반대 접촉 상실 회상 감정 과거 사랑 남성 대하다 불순 성모상 두려움 떠나다 비밀 참석 포기 폭력 경찰 출동 어둠 기차 가족 유골 의심 불신 깊다 변화 드러나다 존중 심각 행동 통제 숨기다 갈등 무도회 도덕 방문 가능
멕베드,5,0.94,55.22,74.02,여인 전쟁 승리 군대 노래 퍼지 긴장 기대 교차 혼란 상징 변화 조짐 무대 퍼지다 가운데 우주 신비 드러내다 다가오다 확실 미래 장군 반란 시민 환호 영주 임명 왕위 귀환 건강 악화 환영식 신뢰 정치 축하 파티 호흡 긍정 영향 무능 의적 혈육 신임 죽음 충격 위협 권력 쟁취 결심 주인공 암살 갈등 독려 도덕 왕자 연합 반군 맥베드 정신 흔들 위태 실종 후손 아들 폴리 암살자 기습 공격 고조 임신 언스 제거 반란군 지도자 죄상 밝히다 선언 비극 발생 운명 투쟁 종식 없다 태도 체포 통하다 공정
가스등-패트릭해밀턴,4,0.875,56.45,73.95,위층 숨다 고조 여성 사건 현장 피해자 살해 장소 보석 숨기다 탐색 긴장감 혼란 가운데 남성 사업 벌이 운전 기사 위하다 조언 남편 조사 인물 감정 억제 증명 서류 찾다 혼인 갈등 조사자 살인범 불빛 집주인 아내 심각 사이 긴장 사람 부엌 병원 입원 고민 발견 사연 협력 행동 시계 조카 부인 관계 주인 의심 집안 하녀 출근 끌리다 은밀 관찰 쌓이다 시간 늦다 유령
이강백의_결혼대본,3,0.8,57.93,73.93,시각 드러내다 이야기 남자 이야기책 읽다 관객 빌리다 물건 활용 부자 의미 깊다 극장 하인 시계 상징 중요 역할 도구 단순 소품 가난 사기 결혼 갈등 심화 여성 받아들이다 청혼 사람 소지품 인생 늦다 초조 서두르다 부유 도착 여자 침묵 현실 한계 사랑 시간 구애 노화 체험 인정 사진 통하다 떠나다
로르카-피의결혼,2,0.85,56.72,73.72,사이 갈등 신부 혼인식 이후 관계 피로 심리 결혼식 준비 과정 감정 느끼다 과거 불안 긴장 침묵 현실 대하다 복잡 자존심 문제 집안 적대 분열 충격 혼란 사라지다 가족 직후 도망 운명 대립 긴장감 비유 연인 사랑 달빛 아래 발전 광대 중계
내_아들을_위하여,8,0.938,54.78,73.53,가족 갈등 긴장감 이웃 사이 관계 감정 충돌 이튿날 새벽 과거 사건 관련 심화 교외 뒷마당 켈러 변화 점성술 이야기 현실 인식 생활 태도 신념 아침 사업가 의사 실종 따다 운명 죄책감 심리 점치다 사업 지키다 날씨 신문 광고 사과나무 긴장 시간 돌아오다 심경 드러내다 기대 불안 생존 기다리다 믿음 시각 아버지 억울 투옥 깊다 상처 편견 범죄 남기다 재판 소송 문제 고조 전쟁 극복 살인 존경 인물 성장 관심 세대 배신 불신 거부감 어렵다 결정 기회 공장 발생 결함
비닐하우스_오태석,7,0.943,54.64,73.5,사회 현실 인간 심각 위기 탐구 변화 대하다 인식 메시지 전하다 기존 강력 해결책 극단 성찰 바탕 다양 문제 악화 권력 사랑 죽음 한국 연극 중요 복잡 역사 경험 전통 과학 문명 최초 해외 공연 예술 전당 해방 전쟁 이데올로기 도시 충돌 불안 심리 상징 인공 구조물 비닐 의식 실천 헌혈 공동체 생활 적응 국가 규모 수혈 체계 국민 신입 경제 어려움 유기 의혹 갈등 교육 작업장 약병 긴장감 합의 확립 가운데 겪다 휠체어 재소자 반복 단련 정신 수양 규정 의심 커지다 혈액 채혈 검사 과거 실패 신용 남편 확인 카드 점검 병원 이송 절차 사이 야구 인하 수은 중독 응급 관리자 본부 소통 증세 진행 한편 지원
루퍼트부르크리투아니아_-,3,0.933,54.76,73.43,드러나다 고립 살다 오두막 어머니 가족 과거 상처 도시 시골 미묘 감정 위험 관계 변화 식사 긴장 대화 굶주림 시달리다 가난 산속 부유 아버지 무력감 나가다 부자 도둑 의심 겨울 실제 행동 실패 불안 시계 걱정 문제 해결 분노 젊다 남성 떠나다 불안감 슬픔 혼란 갈등 심화 위협 무장 계획 논의
창_달린_방,4,0.85,56.32,73.32,심각 고통 절망 자살 시도 상처 사랑 돌아오다 희망 연대 연못가 약속 나누다 사람 강하다 질책 도움 요청 변화 문제 인식 사이 긴장 갈등 감정 충돌 심화 주인 남자 상실 부상 대화 분위기 안정 왜곡 상징 거울 개인 욕망 현실 무게 분노 폭발 변하다 세대 가족 치우다 대하다 불안감 기존 신앙 도피 욕구 가치관 드러내다 주변 인물 춤추다 일상 중독 증세 오토바이 사고 환경 개선
바보각시대본,4,0.9,55.3,73.3,맹인 가수 현실 절망 보이다 취객 희망 교차 도시 들다 냉혹 부재 인정 사람 고단 살다 빈민 소외 공간 사회 면모 노래 기다리다 분노 표출 조리 비판 전단 혼란 바보 치욕 평등 갈등 심화 폭행 떠나다 실직 폭력 충돌 일어나다 최루 가스 화염 세계 챔피언 홍수환 허위 가짜 메시아 등장 시민 냉대 과거 영웅 변화 개인 외로움 인식 분신 자살 경찰 체포 온몸 예술 각시 아이 고립 이후 여성 성찰 아버지 추측 책임 임신 포장마차 파출소장 거절 회피 남자 발견 도덕
저녁놀에_학이_사라지다-목하순이(일본),2,0.85,56.12,73.12,남자 관계 균열 변화 압박 여자 이상 대하다 집착 분열 심하다 절망 서울 구경 시키다 신뢰 애정 위협 불안 여성 비단 완성 사라지다 슬픔 갈등 겪다 사람 맡다 떠나다 결심 약속 요구 호기심 많다 추억 사랑
소시민의_결혼,7,0.929,54.48,73.05,가족 유머 애정 가구 대하다 자부심 식사 자리 과거 갈등 불러일으키다 계란 대화 조명 낭만 견해 차이 결혼식 추억 이야기 분위기 형성 생선 요리 과정 재료 감정 긴장 회상 천장 바라보다 고통 죽음 침대 얽히다 시도 실패 미묘 참여 거부 나누다 증조부 인물 쇠약 기억력 드러나다 가다 수세식 화장실 여성 폭력 남성 드러내다 관계 불편 겪다 욕망 혐오 위선 경험 겸손 도덕 비판 의견 충돌 의자 문제 긴장감 가정 생활 가치 입장 현대 예술 심화 파손 공격 태도 격렬 비난 겹치다 불만 쌓이다 축하연 냄새 전기 사람 사이 복잡 끊임없다 상처 둘러싸다 시간 떠나다 저녁 모임
대머리여가수,8,0.925,54.42,72.92,인물 관계 갈등 인간 본질 탐구 심화 복잡 심리 공연 내용 긴장 대립 메어리 주요 이오네스코 스미드 가족 음식 견해 차이 의견 나누다 식사 윤리 책임 의료 저녁 장면 영국 중류 가정 품질 중심 이웃 의사 신뢰 샐러드 수프 대화 세대 성별 신문 사망자 회복 영화관 부부 언쟁 출생자 나이 이름 중복 혼란 자녀 교육 문제 늦다 도착 보다 기억 색깔 일치 기묘 우연 동일 의문 공간 가능 추측 기차 런던 재회 방문객 시간 기다리다 침묵 주인 그러다 고조 양측 불신 태도 예상 전환
김치국씨_환장하다,4,0.875,55.33,72.83,악화 불안 문제 인하 방문객 갈등 심화 주변 반응 사람 열다 고생 부인 충돌 취재진 남성 북한 텔레비전 방송국 정치 음모 몰아가다 가족 기부금 강제 방송 비판 외부 금액 남편 기관 압박 여권 무관 주장 해외 거액 기부 일본 죄책감 간첩 혐의 발표 사회 충격 진실 얽히다 복잡 쌍둥이 형제 유출 배신 혼동 비밀 마을 전쟁 이후 신원 아이 데려가다 해방 재산 다툼 인물 처벌 떠나다
window,4,0.9,54.78,72.78,해우 극심 고통 절망 자살 불안 연못가 갈등 심화 관계 변화 조짐 대하 사랑 경찰서 방문 권유 감정 충돌 사람 떠나다 던지다 상실 전구 조각 부상 결심 주변 확실 주인 깊다 사이 어머니 의심 연민 긴장감 가족 현실 환상 경계 기대 자녀 부담 생활 고단 사회 상처 혼란 겪다 공간 거울 치우다 사건 대하다 상상 모색 춤추다 기존 신앙 창문 바꾸다 답답 환경 걱정 머리 아프다 오토바이 사고
밧줄-유진오닐,6,0.917,54.35,72.68,노인 의심 불안 사이 과거 상처 조심 당부 중년 여성 무심 사람 갈등 깊다 가족 고통 드러내다 소녀 분노 고조 아버지 지시 죽음 인하 구성원 아들 사건 행방 관련 미신 심화 돌아오다 시간 떠나다 보호 혼란 상황 현금 숨다 부족 농장 건강 악화 파산 청년 두려움 재산 운영 긴장감 정신병 증세 변호사 어른 긴장 문제 복수 다짐 영감 남자 경계 은화 찾다 계획 진심 반복 격렬 신체 과정 시작 매다 충격 대립 농담
꽃며느리-김창일,3,0.867,55.14,72.47,끊다 가족 불안 과거 소문 도망가다 자식 찾다 신방 대신 만화책 경찰 큰아들 불신 생기다 갈등 겪다 새색시 관심 비용 부담 외상 어려움 결혼 제안 자책 혼례 생활 불안감 드러내다 신혼 시골 적응 장남 강하 도시 살다 첫날 나이 많다 어머니 열흘 슬픔 고독 아들 며느리 도움 요청 깊다 떠나다 위하다 읍내 순경 권유 조사 소식 기다리다 알리
금지된_장난-김훈,2,0.8,56.38,72.38,감정 드러나다 자매 떠나다 독립 낯설다 여성 집안 혼란 임신 불안 정체 고민 파티 일주일 학교 수집 담배 청소년 어른 세계 절망 비판 가족 인하 갈등 억압 현실 왜곡 미래 대하다 과거 고통 폭력 인식 상징 공부 압박
공연대본,4,0.875,54.26,71.76,진지 화장 의상 긴장 분위기 조성 다툼 무대 열망 고뇌 표현 부상 피로 불구 준비 환경 관계 과거 연기 경험 경력 셰익스피어 역할 비교 불운 고백 사람 겪다 어려움 영화 목숨 도둑 비판 배우 갈등 의심 직면 포기 정체 극도 감정 독특 교환 불안 인정 긴장감 직업 희생 허망 폭발 동료 폭행 없다 연습 나누다 현실 결심 고통 실제 작품 조명 기다리다
거룩한직업_이근삼_usungm,6,0.933,53.08,71.74,학자 도적 침입 실망 폭력 행사 담배 안방 묶다 물질 이득 비교 여유 태도 놀라다 대화 갈등 시작 가치 이해 무시 중요 노트 요구 생명 문화사 존재 경제 기반 설명 긴장감 현금 쓰다 긴장 대처 교실 학생 공책 찢다 과거 강의 사이 혼란 초래 미묘 감정 교류 경제학 창문 도둑 역할 주인 신분 매춘부 인류 짖다 사회 인식 출신 문화 밀접 변화 무쌍 실패 인생 비극 세월 교육자 헌신 세대 피해 나이 충실 받아들이다 신성 위험 모험 인하 개인 절다
동승,3,0.867,54.17,71.5,감정 충돌 갈등 고조 긴장 이야기 긴장감 결국 복잡 가족 비롯 주변 입장 차이 변화 초겨울 서울 대갓집 밀접 세대 신앙 태도 후손 시주 경제 유지 산속 주변인 협조 좌절 규율 지키다 과거 귀환 기다리다 성장 상징 나무 갈망 생활 망인 주장 부모 세상 결심 위험 고통 불안 감돌다 강하 의지 떠나다 움직이다 스님 허락
사랑은비를타고,8,0.912,52.74,70.99,외로움 허전 느끼다 노래 가족 거리감 소통 과거 추억 어려움 조카 만남 기대 사람 오랜만 재회 구성원 각자 사정 조심 전화 통화 복잡 감정 역할 분담 돌보다 갈등 불편 걱정 다름없다 생활 방식 이해 피아노 연주 포기 혼란 살다 관계 악화 동성 결혼 문제 청년 공부 현실 군대 웨딩 센터 직원 방문객 장마철 공사 현장 인물 심리 위기 실패 좌절 난감 긴장 폭발 상황 주변 실수 차례 방문 시도 주소 직장 실망 두려움 경험 변화 가능 희망 떠오르다 전환점 나누다 성장 불안 휩싸이다
그_다음-테렌스_맥넬리,4,0.875,53.19,70.69,검사 강행 남성 의심 검사관 권위 정부 소집 신체검사 심리 갈등 마지 직업 상세 질문 불편 가족 관계 과거 질병 알레르기 복합 건강 문제 일상 흡연 음주 정신 신경증 확인 다양 약물 복용 습관 호텔 독신 생활 고통 입대 진행 과정 거부 저항 장애 이유 혈압 신체 고백 긴장감 명령 복종 지능 테스트 비밀 기록 대상자 이혼 주인공 권력 무력 태도 무심 가치 부정 역할 개인 어려움 차별 사회 대하다 분노 인간 권리 무시 데크 중사 좌절 멋지다 장례식
게오르그뷔히너-보이체크,1,0.6,58.69,70.69,고립 정신 위기 갈등 자각 혼란 심화 주인공 폭력 두려움 휩싸이다 마을 편견 엇갈리다 빠지다 도덕 가난 사람 현실 자연 군악대 행진
라쇼몽_아쿠타카와류노스케_usungm,5,0.92,52.08,70.48,사건 주변 재난 시체 유행병 전쟁 두려움 드러내다 만나다 살인 목격 다조마루 게비 인하 사회 혼란 일어나다 과거 체감 인간 본성 눈알 없다 방식 비교 여자 가능 권력자 혐의 재판 남편 아내 희롱 욕망 무덤 발견 보물 등장인물 성격 해석 실수 사이 치열 결투 남자 진실 모호 거짓말 대하 증오 고조 마루 결국 저항 경멸 눈빛 도망가다 강제 충격 절망 유인 중턱 자살 시도 밧줄 끊다 악행 자책 용서 증언 엇갈리다 겁탈 배신 살인자 가운데 영혼 대립 깊다 고통 분노 폭발
대머리여가수,8,0.912,52.08,70.33,관객 깊다 인상 극단 창고 극장 김정 이오네스코 작품 갈등 관계 중심 스미드 부인 식모 소통 부재 가족 음식 드러나다 식사량 논쟁 전개 과정 영국 중류 가정 식사 자리 견해 차이 건강 의학 성공 실패 윤리 경쟁 긴장감 고조 복잡 인간관계 변화 묘사 주인공 신문 사망자 보도 부부 언쟁 농담 사회 위치 대화 과거 결국 영화관 남성 긴장 형성 맨체스터 연결 사람 살다 중첩 기차 어리다 탐색 반복 의심 당황 교차 방문객 시간 기다리다 여행 겪다 경험 침묵 흐르다 분위기 늦다 도착 상황
하녀들,1,0.6,58.18,70.18,마담 사이 긴장 증오 드러내다 하녀 주인공 언니 주인 여성 침실 숨기다 복수 사람 의심 반란 과거 비밀 감옥 수감 문제 사회 지위 외모 무대
관객모독-피터한트케,1,0.6,56.17,68.17,관객 갈등 공연자 반발 무례 행동 악화 침착 분위기 심화 긴장 결과
원고지_대본,1,0.7,51.44,65.44,실망 돌봄 교수 가족 책임 가치관 드러내다 아버지 피곤 걱정 긴장감 감돌다 경제 어려움 관계자 만남 번역 자녀 음악 어수선 신문 통하다 사회 가방